ACT, Deaths (period 5x1), 	Last modified: 02 Jul 2018;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1971           0                24.00           53.00           77.00
  1971         1-4                 4.00            8.00           12.00
  1971         5-9                 4.00            3.00            7.00
  1971        10-14                0.00            4.00            4.00
  1971        15-19                8.00           16.00           24.00
  1971        20-24                3.00           12.00           15.00
  1971        25-29                7.00            9.00           16.00
  1971        30-34                9.00           11.00           20.00
  1971        35-39               10.00            9.00           19.00
  1971        40-44               11.00           12.00           23.00
  1971        45-49                9.00           26.00           35.00
  1971        50-54                9.00           18.00           27.00
  1971        55-59               10.00           39.00           49.00
  1971        60-64               15.00           16.00           31.00
  1971        65-69               11.00           26.00           37.00
  1971        70-74               29.00           43.00           72.00
  1971        75-79               30.00           27.00           57.00
  1971        80-84               21.00           13.00           34.00
  1971        85-89               28.00            9.00           37.00
  1971        90-94                7.00            9.00           16.00
  1971        95-99                3.00            0.00            3.00
  1971       100-104               0.00            0.00            0.00
  1971       105-109               0.00            0.00            0.00
  1971       110+                  0.00            0.00            0.00
  1972           0                24.09           42.00           66.09
  1972         1-4                 9.03           14.00           23.03
  1972         5-9                11.04            2.00           13.04
  1972        10-14                6.02           13.00           19.02
  1972        15-19                8.04           10.00           18.04
  1972        20-24                8.03           14.00           22.03
  1972        25-29                4.01           11.00           15.01
  1972        30-34                9.03            9.00           18.03
  1972        35-39                3.01            5.00            8.01
  1972        40-44                9.04           16.00           25.04
  1972        45-49               13.06           20.00           33.06
  1972        50-54               17.07           28.00           45.07
  1972        55-59               16.06           24.00           40.06
  1972        60-64               18.08           48.00           66.08
  1972        65-69               12.04           40.00           52.04
  1972        70-74               29.10           28.00           57.10
  1972        75-79               28.10           19.00           47.10
  1972        80-84               32.11           18.00           50.11
  1972        85-89               13.04           16.00           29.04
  1972        90-94                6.02           14.00           20.02
  1972        95-99                1.00            4.00            5.00
  1972       100-104               0.00            0.00            0.00
  1972       105-109               0.00            0.00            0.00
  1972       110+                  0.00            0.00            0.00
  1973           0                31.00           33.00           64.00
  1973         1-4                 6.00            4.00           10.00
  1973         5-9                 2.00            7.00            9.00
  1973        10-14                9.00            8.00           17.00
  1973        15-19                5.00           17.00           22.00
  1973        20-24                8.00           13.00           21.00
  1973        25-29                7.00            9.00           16.00
  1973        30-34                4.00            8.00           12.00
  1973        35-39                9.00           14.00           23.00
  1973        40-44               10.00           12.00           22.00
  1973        45-49               16.00           16.00           32.00
  1973        50-54               14.00           21.00           35.00
  1973        55-59                9.00           33.00           42.00
  1973        60-64               16.00           31.00           47.00
  1973        65-69               18.00           29.00           47.00
  1973        70-74               30.00           26.00           56.00
  1973        75-79               35.00           27.00           62.00
  1973        80-84               23.00           18.00           41.00
  1973        85-89               25.00            9.00           34.00
  1973        90-94               17.00            3.00           20.00
  1973        95-99                5.00            4.00            9.00
  1973       100-104               0.00            1.00            1.00
  1973       105-109               0.00            0.00            0.00
  1973       110+                  0.00            0.00            0.00
  1974           0                24.00           37.00           61.00
  1974         1-4                 5.00            8.00           13.00
  1974         5-9                 4.00            4.00            8.00
  1974        10-14                0.00           10.00           10.00
  1974        15-19                6.00           17.00           23.00
  1974        20-24               10.00           19.00           29.00
  1974        25-29               10.00            6.00           16.00
  1974        30-34                7.00            8.00           15.00
  1974        35-39                7.00           17.00           24.00
  1974        40-44               18.00           18.00           36.00
  1974        45-49               12.00           28.00           40.00
  1974        50-54               14.00           34.00           48.00
  1974        55-59               20.00           32.00           52.00
  1974        60-64               25.00           48.00           73.00
  1974        65-69               24.00           31.00           55.00
  1974        70-74               29.00           40.00           69.00
  1974        75-79               39.00           22.00           61.00
  1974        80-84               49.00           18.00           67.00
  1974        85-89               26.00           16.00           42.00
  1974        90-94               15.00           11.00           26.00
  1974        95-99                5.00            0.00            5.00
  1974       100-104               0.00            0.00            0.00
  1974       105-109               0.00            0.00            0.00
  1974       110+                  0.00            0.00            0.00
  1975           0                21.00           33.00           54.00
  1975         1-4                12.00            6.00           18.00
  1975         5-9                 4.00            6.00           10.00
  1975        10-14                1.00            3.00            4.00
  1975        15-19                1.00            9.00           10.00
  1975        20-24                6.00           17.00           23.00
  1975        25-29                8.00           11.00           19.00
  1975        30-34                6.00           13.00           19.00
  1975        35-39               11.00           10.00           21.00
  1975        40-44               10.00           14.00           24.00
